Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period)
361,2008,12,26,22,FALSE,1.130662021,47,29,4.9,3,10,74,0,30.32
362,2008,12,27,1,FALSE,1.06445993,45,12,1.3,1,10,83,0,30.32
362,2008,12,27,4,FALSE,0.75087108,45,12,1.3,2,10,89,0,30.34
362,2008,12,27,7,TRUE,0.43728223,45,12,1.3,2,10,93,0,30.37
362,2008,12,27,10,TRUE,0.12369338,45,12,1.3,2,10,80,3,30.42
362,2008,12,27,13,TRUE,0.18989547,45,12,1.3,3,10,71,5,30.37
362,2008,12,27,16,TRUE,0.503484321,45,12,1.3,3,10,66,0,30.36
362,2008,12,27,19,FALSE,0.817073171,45,12,1.3,3,10,77,0,30.36
362,2008,12,27,22,FALSE,1.130662021,45,12,1.3,3,10,77,0,30.39
363,2008,12,28,1,FALSE,1.064347826,51,10,2.4,4,10,86,0,30.38
363,2008,12,28,4,FALSE,0.751304348,51,10,2.4,4,10,89,3,30.38
363,2008,12,28,7,TRUE,0.43826087,51,10,2.4,2,10,89,0,30.37
363,2008,12,28,10,TRUE,0.125217391,51,10,2.4,3,10,86,8,30.39
363,2008,12,28,13,TRUE,0.187826087,51,10,2.4,3,10,80,0,30.33
363,2008,12,28,16,TRUE,0.500869565,51,10,2.4,3,10,67,0,30.28
363,2008,12,28,19,FALSE,0.813913043,51,10,2.4,2,10,80,3,30.27
363,2008,12,28,22,FALSE,1.126956522,51,10,2.4,3,10,86,5,30.27
364,2008,12,29,1,FALSE,1.064347826,51,30,3.2,2,10,89,3,30.26
364,2008,12,29,4,FALSE,0.751304348,51,30,3.2,3,9,93,0,30.26
364,2008,12,29,7,TRUE,0.43826087,51,30,3.2,3,9,93,0,30.28
364,2008,12,29,10,TRUE,0.125217391,51,30,3.2,3,6,90,5,30.3
364,2008,12,29,13,TRUE,0.187826087,51,30,3.2,3,6,86,3,30.25
364,2008,12,29,16,TRUE,0.500869565,51,30,3.2,2,10,72,0,30.22
364,2008,12,29,19,FALSE,0.813913043,51,30,3.2,1,10,93,8,30.2
364,2008,12,29,22,FALSE,1.126956522,51,30,3.2,1,10,90,3,30.22
365,2008,12,30,1,FALSE,1.066086957,50,34,4.6,1,10,89,0,30.21
365,2008,12,30,4,FALSE,0.753043478,50,34,4.6,2,6,93,5,30.21
365,2008,12,30,7,TRUE,0.44,50,34,4.6,3,5,96,9,30.21
365,2008,12,30,10,TRUE,0.126956522,50,34,4.6,3,0.75,93,6,30.23
365,2008,12,30,13,TRUE,0.186086957,50,34,4.6,1,5,86,3,30.15
365,2008,12,30,16,TRUE,0.499130435,50,34,4.6,1,10,83,6,30.12
365,2008,12,30,19,FALSE,0.812173913,50,34,4.6,1,10,86,6,30.15
365,2008,12,30,22,FALSE,1.125217391,50,34,4.6,1,10,93,7,30.19
366,2008,12,31,1,FALSE,1.064236111,48,30,4.1,3,7,96,7,30.2
366,2008,12,31,4,FALSE,0.751736111,48,30,4.1,4,0.5,96,0,30.2
366,2008,12,31,7,TRUE,0.439236111,48,30,4.1,4,0.25,96,5,30.22
366,2008,12,31,10,TRUE,0.126736111,48,30,4.1,4,0.5,96,3,30.26
366,2008,12,31,13,TRUE,0.185763889,48,30,4.1,1,2.5,96,3,30.2
366,2008,12,31,16,TRUE,0.498263889,48,30,4.1,3,1.25,96,8,30.18
366,2008,12,31,19,FALSE,0.810763889,48,30,4.1,4,10,93,9,30.17
366,2008,12,31,22,FALSE,1.123263889,48,30,4.1,4,10,90,5,30.18
1,2009,1,1,1,FALSE,1.064124783,47,3,3.8,4,10,93,8,30.17
1,2009,1,1,4,FALSE,0.752166378,47,3,3.8,4,10,89,7,30.18
1,2009,1,1,7,TRUE,0.440207972,47,3,3.8,4,5,93,9,30.18
1,2009,1,1,10,TRUE,0.128249567,47,3,3.8,4,4,89,5,30.21
1,2009,1,1,13,TRUE,0.183708839,47,3,3.8,4,6,89,0,30.14
1,2009,1,1,16,TRUE,0.495667244,47,3,3.8,2,7,83,6,30.09
1,2009,1,1,19,FALSE,0.80762565,47,3,3.8,0,4,86,5,30.08
1,2009,1,1,22,FALSE,1.119584055,47,3,3.8,4,4,89,0,30.07
2,2009,1,2,1,FALSE,1.062283737,51,25,10.3,4,1.5,96,3,30.03
2,2009,1,2,4,FALSE,0.750865052,51,25,10.3,4,1.75,96,9,30.02
2,2009,1,2,7,TRUE,0.439446367,51,25,10.3,4,4,96,10,29.95
2,2009,1,2,10,TRUE,0.128027682,51,25,10.3,4,3,93,6,29.93
2,2009,1,2,13,TRUE,0.183391003,51,25,10.3,4,5,90,14,29.91
2,2009,1,2,16,TRUE,0.494809689,51,25,10.3,2,10,74,16,29.92
2,2009,1,2,19,FALSE,0.806228374,51,25,10.3,2,10,74,14,29.95
2,2009,1,2,22,FALSE,1.117647059,51,25,10.3,2,10,83,8,30
3,2009,1,3,1,FALSE,1.06044905,44,30,5.2,2,10,80,3,30.01
3,2009,1,3,4,FALSE,0.749568221,44,30,5.2,1,10,86,6,30.04
3,2009,1,3,7,TRUE,0.438687392,44,30,5.2,1,10,86,3,30.05
3,2009,1,3,10,TRUE,0.127806563,44,30,5.2,2,10,61,0,30.09
3,2009,1,3,13,TRUE,0.183074266,44,30,5.2,3,10,54,7,30.05
3,2009,1,3,16,TRUE,0.493955095,44,30,5.2,3,10,50,13,30.04
3,2009,1,3,19,FALSE,0.804835924,44,30,5.2,1,10,68,3,30.05
3,2009,1,3,22,FALSE,1.115716753,44,30,5.2,1,10,76,8,30.07
4,2009,1,4,1,FALSE,1.062176166,42,27,2.4,0,10,76,0,30.08
4,2009,1,4,4,FALSE,0.751295337,42,27,2.4,0,10,73,0,30.1
4,2009,1,4,7,TRUE,0.440414508,42,27,2.4,0,10,76,3,30.13
4,2009,1,4,10,TRUE,0.129533679,42,27,2.4,2,10,71,0,30.21
4,2009,1,4,13,TRUE,0.18134715,42,27,2.4,3,10,61,3,30.17
4,2009,1,4,16,TRUE,0.492227979,42,27,2.4,3,10,52,0,30.17
4,2009,1,4,19,FALSE,0.803108808,42,27,2.4,3,10,68,8,30.22
4,2009,1,4,22,FALSE,1.113989637,42,27,2.4,3,10,74,0,30.24
5,2009,1,5,1,FALSE,1.062176166,46,4,4.2,4,10,77,0,30.22
5,2009,1,5,4,FALSE,0.751295337,46,4,4.2,4,10,74,3,30.2
5,2009,1,5,7,TRUE,0.440414508,46,4,4.2,4,10,68,0,30.2
5,2009,1,5,10,TRUE,0.129533679,46,4,4.2,4,10,68,0,30.2
5,2009,1,5,13,TRUE,0.18134715,46,4,4.2,4,1.5,93,0,30.16
5,2009,1,5,16,TRUE,0.492227979,46,4,4.2,4,1.5,96,5,30.18
5,2009,1,5,19,FALSE,0.803108808,46,4,4.2,4,6,93,0,30.21
5,2009,1,5,22,FALSE,1.113989637,46,4,4.2,3,9,86,7,30.25
6,2009,1,6,1,FALSE,1.062068966,49,17,3.5,4,9,86,0,30.25
6,2009,1,6,4,FALSE,0.751724138,49,17,3.5,4,10,93,0,30.27
6,2009,1,6,7,TRUE,0.44137931,49,17,3.5,4,8,86,6,30.26
6,2009,1,6,10,TRUE,0.131034483,49,17,3.5,4,8,86,6,30.3
6,2009,1,6,13,TRUE,0.179310345,49,17,3.5,4,10,80,3,30.26
6,2009,1,6,16,TRUE,0.489655172,49,17,3.5,3,10,80,0,30.25
6,2009,1,6,19,FALSE,0.8,49,17,3.5,3,10,93,9,30.27
6,2009,1,6,22,FALSE,1.110344828,49,17,3.5,4,10,90,0,30.29
7,2009,1,7,1,FALSE,1.058419244,49,1,3.8,4,8,93,5,30.26
7,2009,1,7,4,FALSE,0.749140893,49,1,3.8,4,4,93,5,30.27
7,2009,1,7,7,TRUE,0.439862543,49,1,3.8,4,5,89,3,30.26
7,2009,1,7,10,TRUE,0.130584192,49,1,3.8,4,5,86,3,30.29
7,2009,1,7,13,TRUE,0.178694158,49,1,3.8,1,5,80,0,30.23
7,2009,1,7,16,TRUE,0.487972509,49,1,3.8,1,6,77,0,30.19
7,2009,1,7,19,FALSE,0.797250859,49,1,3.8,0,9,86,6,30.17
7,2009,1,7,22,FALSE,1.10652921,49,1,3.8,0,7,86,8,30.16
8,2009,1,8,1,FALSE,1.058319039,48,4,3.8,2,5,89,7,30.15
8,2009,1,8,4,FALSE,0.749571184,48,4,3.8,4,4,89,6,30.18
8,2009,1,8,7,TRUE,0.440823328,48,4,3.8,4,4,93,3,30.19
8,2009,1,8,10,TRUE,0.132075472,48,4,3.8,3,2.5,83,5,30.22
8,2009,1,8,13,TRUE,0.176672384,48,4,3.8,4,9,86,6,30.17
8,2009,1,8,16,TRUE,0.48542024,48,4,3.8,2,9,80,7,30.18
8,2009,1,8,19,FALSE,0.794168096,48,4,3.8,1,10,89,0,30.2
8,2009,1,8,22,FALSE,1.102915952,48,4,3.8,0,8,89,0,30.22
9,2009,1,9,1,FALSE,1.056506849,49,11,6.6,0,6,93,5,30.22
9,2009,1,9,4,FALSE,0.748287671,49,11,6.6,4,2,96,6,30.24
9,2009,1,9,7,TRUE,0.440068493,49,11,6.6,4,0.25,96,0,30.27
9,2009,1,9,10,TRUE,0.131849315,49,11,6.6,1,5,96,7,30.3
9,2009,1,9,13,TRUE,0.176369863,49,11,6.6,1,10,51,13,30.26
9,2009,1,9,16,TRUE,0.484589041,49,11,6.6,1,10,39,6,30.26
9,2009,1,9,19,FALSE,0.792808219,49,11,6.6,1,10,45,10,30.32
9,2009,1,9,22,FALSE,1.101027397,49,11,6.6,1,10,46,10,30.37
10,2009,1,10,1,FALSE,1.054700855,56,8,6.9,1,10,53,10,30.39
10,2009,1,10,4,FALSE,0.747008547,56,8,6.9,0,10,64,14,30.43
10,2009,1,10,7,TRUE,0.439316239,56,8,6.9,0,10,61,5,30.47
10,2009,1,10,10,TRUE,0.131623932,56,8,6.9,0,10,69,10,30.53
10,2009,1,10,13,TRUE,0.176068376,56,8,6.9,0,10,41,5,30.49
10,2009,1,10,16,TRUE,0.483760684,56,8,6.9,1,10,58,7,30.47
10,2009,1,10,19,FALSE,0.791452991,56,8,6.9,1,10,51,6,30.5
10,2009,1,10,22,FALSE,1.099145299,56,8,6.9,0,10,77,5,30.52
11,2009,1,11,1,FALSE,1.054607509,48,3,2.7,0,10,77,0,30.5
11,2009,1,11,4,FALSE,0.747440273,48,3,2.7,0,10,77,6,30.49
11,2009,1,11,7,TRUE,0.440273038,48,3,2.7,1,10,83,3,30.5
11,2009,1,11,10,TRUE,0.133105802,48,3,2.7,1,10,77,3,30.51
11,2009,1,11,13,TRUE,0.174061433,48,3,2.7,2,10,77,5,30.43
11,2009,1,11,16,TRUE,0.481228669,48,3,2.7,3,10,72,5,30.35
11,2009,1,11,19,FALSE,0.788395904,48,3,2.7,2,10,51,3,30.32
11,2009,1,11,22,FALSE,1.09556314,48,3,2.7,1,10,77,0,30.31
12,2009,1,12,1,FALSE,1.052810903,59,9,9.5,1,10,71,0,30.29
12,2009,1,12,4,FALSE,0.746166951,59,9,9.5,1,10,58,9,30.28
12,2009,1,12,7,TRUE,0.439522998,59,9,9.5,2,10,48,8,30.29
12,2009,1,12,10,TRUE,0.132879046,59,9,9.5,3,10,48,17,30.31
12,2009,1,12,13,TRUE,0.173764906,59,9,9.5,2,10,50,13,30.27
12,2009,1,12,16,TRUE,0.480408859,59,9,9.5,1,10,42,16,30.23
12,2009,1,12,19,FALSE,0.787052811,59,9,9.5,0,10,52,9,30.25
12,2009,1,12,22,FALSE,1.093696763,59,9,9.5,0,10,52,8,30.28
13,2009,1,13,1,FALSE,1.050933786,61,13,5.3,0,10,64,7,30.3
13,2009,1,13,4,FALSE,0.74533107,61,13,5.3,0,10,64,8,30.3
13,2009,1,13,7,TRUE,0.439728353,61,13,5.3,0,10,80,9,30.3
13,2009,1,13,10,TRUE,0.134125637,61,13,5.3,0,10,46,9,30.33
13,2009,1,13,13,TRUE,0.17147708,61,13,5.3,0,10,35,7,30.27
13,2009,1,13,16,TRUE,0.477079796,61,13,5.3,0,10,29,3,30.22
13,2009,1,13,19,FALSE,0.782682513,61,13,5.3,0,10,69,0,30.23
13,2009,1,13,22,FALSE,1.088285229,61,13,5.3,0,10,57,0,30.24
14,2009,1,14,1,FALSE,1.049152542,55,9,2.3,0,10,74,5,30.23
14,2009,1,14,4,FALSE,0.744067797,55,9,2.3,0,10,86,0,30.22
14,2009,1,14,7,TRUE,0.438983051,55,9,2.3,0,10,89,0,30.22
14,2009,1,14,10,TRUE,0.133898305,55,9,2.3,1,10,80,3,30.24
14,2009,1,14,13,TRUE,0.171186441,55,9,2.3,3,9,78,6,30.17
14,2009,1,14,16,TRUE,0.476271186,55,9,2.3,2,10,40,3,30.14
14,2009,1,14,19,FALSE,0.781355932,55,9,2.3,3,10,55,0,30.15
14,2009,1,14,22,FALSE,1.086440678,55,9,2.3,2,10,64,3,30.16
15,2009,1,15,1,FALSE,1.047377327,56,13,3.2,1,10,77,0,30.15
15,2009,1,15,4,FALSE,0.742808799,56,13,3.2,1,10,80,0,30.14
15,2009,1,15,7,TRUE,0.438240271,56,13,3.2,1,10,83,5,30.15
15,2009,1,15,10,TRUE,0.133671743,56,13,3.2,1,10,51,9,30.17
15,2009,1,15,13,TRUE,0.170896785,56,13,3.2,1,10,70,6,30.12
15,2009,1,15,16,TRUE,0.475465313,56,13,3.2,1,10,39,3,30.1
15,2009,1,15,19,FALSE,0.780033841,56,13,3.2,1,10,64,3,30.11
15,2009,1,15,22,FALSE,1.084602369,56,13,3.2,0,10,59,3,30.15
16,2009,1,16,1,FALSE,1.045531197,55,12,2,0,10,69,0,30.16
16,2009,1,16,4,FALSE,0.741989882,55,12,2,0,10,77,0,30.19
16,2009,1,16,7,TRUE,0.438448567,55,12,2,0,10,80,0,30.22
16,2009,1,16,10,TRUE,0.134907251,55,12,2,0,10,72,7,30.27
16,2009,1,16,13,TRUE,0.168634064,55,12,2,0,10,65,3,30.21
16,2009,1,16,16,TRUE,0.472175379,55,12,2,0,10,56,0,30.19
16,2009,1,16,19,TRUE,0.775716695,55,12,2,0,10,55,0,30.2
16,2009,1,16,22,FALSE,1.07925801,55,12,2,0,10,59,0,30.24
17,2009,1,17,1,FALSE,1.043771044,52,6,1.1,0,10,71,0,30.24
17,2009,1,17,4,FALSE,0.740740741,52,6,1.1,1,10,83,0,30.23
17,2009,1,17,7,TRUE,0.437710438,52,6,1.1,0,10,89,0,30.23
17,2009,1,17,10,TRUE,0.134680135,52,6,1.1,0,6,80,0,30.25
17,2009,1,17,13,TRUE,0.168350168,52,6,1.1,0,6,80,8,30.18
17,2009,1,17,16,TRUE,0.471380471,52,6,1.1,1,6,69,0,30.15
17,2009,1,17,19,TRUE,0.774410774,52,6,1.1,0,8,62,0,30.15
17,2009,1,17,22,FALSE,1.077441077,52,6,1.1,0,8,77,0,30.19
18,2009,1,18,1,FALSE,1.042016807,55,14,2.5,0,8,93,6,30.21
18,2009,1,18,4,FALSE,0.739495798,55,14,2.5,0,8,89,0,30.23
18,2009,1,18,7,TRUE,0.43697479,55,14,2.5,0,8,93,5,30.25
18,2009,1,18,10,TRUE,0.134453782,55,14,2.5,0,4,72,8,30.29
18,2009,1,18,13,TRUE,0.168067227,55,14,2.5,0,5,54,3,30.26
18,2009,1,18,16,TRUE,0.470588235,55,14,2.5,0,6,42,0,30.25
18,2009,1,18,19,TRUE,0.773109244,55,14,2.5,0,10,58,0,30.25
18,2009,1,18,22,FALSE,1.075630252,55,14,2.5,0,10,66,3,30.26
19,2009,1,19,1,FALSE,1.040201005,55,14,1.9,0,10,80,0,30.25
19,2009,1,19,4,FALSE,0.738693467,55,14,1.9,0,10,77,0,30.24
19,2009,1,19,7,TRUE,0.43718593,55,14,1.9,0,10,77,0,30.24
19,2009,1,19,10,TRUE,0.135678392,55,14,1.9,0,10,48,6,30.26
19,2009,1,19,13,TRUE,0.165829146,55,14,1.9,0,10,45,5,30.19
19,2009,1,19,16,TRUE,0.467336683,55,14,1.9,0,10,31,0,30.15
19,2009,1,19,19,TRUE,0.768844221,55,14,1.9,0,10,48,3,30.15
19,2009,1,19,22,FALSE,1.070351759,55,14,1.9,0,10,67,3,30.16
20,2009,1,20,1,FALSE,1.038461538,55,13,1.5,0,10,74,0,30.15
20,2009,1,20,4,FALSE,0.737458194,55,13,1.5,0,10,77,0,30.15
20,2009,1,20,7,TRUE,0.436454849,55,13,1.5,1,10,86,0,30.15
20,2009,1,20,10,TRUE,0.135451505,55,13,1.5,1,10,55,3,30.17
20,2009,1,20,13,TRUE,0.165551839,55,13,1.5,1,10,37,3,30.09
20,2009,1,20,16,TRUE,0.466555184,55,13,1.5,2,10,52,5,30.04
20,2009,1,20,19,TRUE,0.767558528,55,13,1.5,1,10,50,0,30.04
20,2009,1,20,22,FALSE,1.068561873,55,13,1.5,2,10,55,0,30.05
21,2009,1,21,1,FALSE,1.03327787,55,4,2.4,2,10,83,0,30.04
21,2009,1,21,4,FALSE,0.733777038,55,4,2.4,3,10,74,5,30.01
21,2009,1,21,7,TRUE,0.434276206,55,4,2.4,3,10,77,3,29.99
21,2009,1,21,10,TRUE,0.134775374,55,4,2.4,4,10,75,3,30.02
21,2009,1,21,13,TRUE,0.164725458,55,4,2.4,4,10,67,0,29.98
21,2009,1,21,16,TRUE,0.46422629,55,4,2.4,4,10,72,3,29.98
21,2009,1,21,19,TRUE,0.763727121,55,4,2.4,4,10,77,3,29.98
21,2009,1,21,22,FALSE,1.063227953,55,4,2.4,4,10,83,7,30
22,2009,1,22,1,FALSE,1.031561462,53,2,2.6,4,8,83,5,29.98
22,2009,1,22,4,FALSE,0.73255814,53,2,2.6,4,4,93,0,29.98
22,2009,1,22,7,TRUE,0.433554817,53,2,2.6,4,2.5,93,9,29.98
22,2009,1,22,10,TRUE,0.134551495,53,2,2.6,4,4,96,0,30.02
22,2009,1,22,13,TRUE,0.164451827,53,2,2.6,4,4,93,7,30
22,2009,1,22,16,TRUE,0.46345515,53,2,2.6,4,8,93,0,30
22,2009,1,22,19,TRUE,0.762458472,53,2,2.6,4,9,93,0,30
22,2009,1,22,22,FALSE,1.061461794,53,2,2.6,4,10,86,3,30.01
23,2009,1,23,1,FALSE,1.029801325,54,32,2.7,4,7,75,7,30.01
23,2009,1,23,4,FALSE,0.731788079,54,32,2.7,4,5,93,3,30.02
23,2009,1,23,7,TRUE,0.433774834,54,32,2.7,4,4,96,3,30.02
23,2009,1,23,10,TRUE,0.135761589,54,32,2.7,4,6,96,0,30.05
23,2009,1,23,13,TRUE,0.162251656,54,32,2.7,4,1.5,96,0,30.03
23,2009,1,23,16,TRUE,0.460264901,54,32,2.7,4,3,96,0,30.02
23,2009,1,23,19,TRUE,0.758278146,54,32,2.7,4,4,96,0,30.04
23,2009,1,23,22,FALSE,1.056291391,54,32,2.7,4,8,96,7,30.07
24,2009,1,24,1,FALSE,1.02640264,52,27,10,4,5,96,8,30.09
24,2009,1,24,4,FALSE,0.729372937,52,27,10,4,9,96,14,30.12
24,2009,1,24,7,TRUE,0.432343234,52,27,10,4,10,90,10,30.14
24,2009,1,24,10,TRUE,0.135313531,52,27,10,4,6,93,10,30.18
24,2009,1,24,13,TRUE,0.161716172,52,27,10,4,10,80,10,30.15
24,2009,1,24,16,TRUE,0.458745875,52,27,10,4,9,80,9,30.15
24,2009,1,24,19,TRUE,0.755775578,52,27,10,4,10,80,9,30.14
24,2009,1,24,22,FALSE,1.052805281,52,27,10,4,10,69,13,30.17
25,2009,1,25,1,FALSE,1.024711697,50,28,18.7,4,10,71,16,30.15
25,2009,1,25,4,FALSE,0.728171334,50,28,18.7,3,10,69,21,30.11
25,2009,1,25,7,TRUE,0.431630972,50,28,18.7,2,10,74,18,30.09
25,2009,1,25,10,TRUE,0.13509061,50,28,18.7,2,10,69,18,30.11
25,2009,1,25,13,TRUE,0.161449753,50,28,18.7,3,10,72,21,30.05
25,2009,1,25,16,TRUE,0.457990115,50,28,18.7,3,10,72,21,29.99
25,2009,1,25,19,TRUE,0.754530478,50,28,18.7,2,10,77,21,29.98
25,2009,1,25,22,FALSE,1.05107084,50,28,18.7,2,10,80,11,30
26,2009,1,26,1,FALSE,1.02134647,47,32,6.6,1,10,77,7,30.01
26,2009,1,26,4,FALSE,0.725779967,47,32,6.6,1,10,79,5,30.03
26,2009,1,26,7,TRUE,0.430213465,47,32,6.6,1,10,79,3,30.07
26,2009,1,26,10,TRUE,0.134646962,47,32,6.6,1,10,71,3,30.12
26,2009,1,26,13,TRUE,0.16091954,47,32,6.6,1,10,66,5,30.1
26,2009,1,26,16,TRUE,0.456486043,47,32,6.6,1,10,51,6,30.12
26,2009,1,26,19,TRUE,0.752052545,47,32,6.6,0,10,71,8,30.2
26,2009,1,26,22,FALSE,1.047619048,47,32,6.6,0,10,54,7,30.26
27,2009,1,27,1,FALSE,1.019639935,47,36,6,0,10,52,15,30.31
27,2009,1,27,4,FALSE,0.725040917,47,36,6,0,10,44,5,30.39
27,2009,1,27,7,TRUE,0.430441899,47,36,6,1,10,42,6,30.42
27,2009,1,27,10,TRUE,0.135842881,47,36,6,1,10,34,0,30.49
27,2009,1,27,13,TRUE,0.158756137,47,36,6,1,10,35,5,30.48
27,2009,1,27,16,TRUE,0.453355155,47,36,6,1,10,53,5,30.47
27,2009,1,27,19,TRUE,0.747954173,47,36,6,0,10,68,9,30.49
27,2009,1,27,22,FALSE,1.042553191,47,36,6,0,10,66,5,30.51
28,2009,1,28,1,FALSE,1.017973856,49,27,4.7,0,10,76,0,30.5
28,2009,1,28,4,FALSE,0.723856209,49,27,4.7,0,10,79,3,30.49
28,2009,1,28,7,TRUE,0.429738562,49,27,4.7,0,10,86,3,30.5
28,2009,1,28,10,TRUE,0.135620915,49,27,4.7,0,10,61,3,30.5
28,2009,1,28,13,TRUE,0.158496732,49,27,4.7,0,10,40,0,30.39
28,2009,1,28,16,TRUE,0.452614379,49,27,4.7,1,10,67,16,30.32
28,2009,1,28,19,TRUE,0.746732026,49,27,4.7,1,10,90,13,30.3
28,2009,1,28,22,FALSE,1.040849673,49,27,4.7,0,10,89,0,30.31
29,2009,1,29,1,FALSE,1.01465798,54,10,4.8,0,10,86,0,30.29
29,2009,1,29,4,FALSE,0.721498371,54,10,4.8,0,10,86,6,30.3
29,2009,1,29,7,TRUE,0.428338762,54,10,4.8,1,10,53,14,30.33
29,2009,1,29,10,TRUE,0.135179153,54,10,4.8,0,10,49,9,30.37
29,2009,1,29,13,TRUE,0.157980456,54,10,4.8,0,10,46,6,30.31
29,2009,1,29,16,TRUE,0.451140065,54,10,4.8,0,10,34,5,30.29
29,2009,1,29,19,TRUE,0.744299674,54,10,4.8,0,10,75,0,30.3
29,2009,1,29,22,FALSE,1.037459283,54,10,4.8,0,10,64,3,30.31
30,2009,1,30,1,FALSE,1.009724473,52,29,4.8,0,10,80,5,30.31
30,2009,1,30,4,FALSE,0.717990276,52,29,4.8,0,10,83,6,30.3
30,2009,1,30,7,TRUE,0.426256078,52,29,4.8,1,10,89,3,30.31
30,2009,1,30,10,TRUE,0.13452188,52,29,4.8,0,8,77,0,30.32
30,2009,1,30,13,TRUE,0.157212318,52,29,4.8,0,8,75,3,30.25
30,2009,1,30,16,TRUE,0.448946515,52,29,4.8,0,9,56,3,30.21
30,2009,1,30,19,TRUE,0.740680713,52,29,4.8,0,10,77,9,30.2
30,2009,1,30,22,FALSE,1.032414911,52,29,4.8,1,8,93,11,30.21
31,2009,1,31,1,FALSE,1.006462036,51,28,5,1,10,93,13,30.18
31,2009,1,31,4,FALSE,0.715670436,51,28,5,1,10,89,3,30.17
31,2009,1,31,7,TRUE,0.424878837,51,28,5,0,10,89,0,30.16
31,2009,1,31,10,TRUE,0.134087237,51,28,5,0,5,83,0,30.19
31,2009,1,31,13,TRUE,0.156704362,51,28,5,0,7,80,5,30.14
31,2009,1,31,16,TRUE,0.447495961,51,28,5,0,10,67,10,30.09
31,2009,1,31,19,TRUE,0.738287561,51,28,5,0,10,83,7,30.09
31,2009,1,31,22,FALSE,1.02907916,51,28,5,1,10,89,5,30.12
32,2009,2,1,1,FALSE,1.003220612,54,32,1.9,0,10,86,0,30.13
32,2009,2,1,4,FALSE,0.713365539,54,32,1.9,1,10,83,0,30.15
32,2009,2,1,7,TRUE,0.423510467,54,32,1.9,0,10,86,0,30.18
32,2009,2,1,10,TRUE,0.133655395,54,32,1.9,0,10,42,3,30.23
32,2009,2,1,13,TRUE,0.156199678,54,32,1.9,0,10,29,5,30.18
32,2009,2,1,16,TRUE,0.44605475,54,32,1.9,0,10,29,5,30.17
32,2009,2,1,19,TRUE,0.735909823,54,32,1.9,0,10,45,5,30.19
32,2009,2,1,22,FALSE,1.025764895,54,32,1.9,0,10,59,0,30.21
33,2009,2,2,1,FALSE,1.003215434,54,7,1.8,0,10,77,0,30.22
33,2009,2,2,4,FALSE,0.713826367,54,7,1.8,0,10,80,5,30.21
33,2009,2,2,7,TRUE,0.424437299,54,7,1.8,1,10,89,5,30.22
33,2009,2,2,10,TRUE,0.135048232,54,7,1.8,1,10,72,3,30.26
33,2009,2,2,13,TRUE,0.154340836,54,7,1.8,0,9,69,6,30.2
33,2009,2,2,16,TRUE,0.443729904,54,7,1.8,0,9,49,0,30.15
33,2009,2,2,19,TRUE,0.733118971,54,7,1.8,0,10,65,0,30.15
33,2009,2,2,22,FALSE,1.022508039,54,7,1.8,0,10,77,0,30.17
34,2009,2,3,1,FALSE,1,56,32,3.1,0,9,80,0,30.14
34,2009,2,3,4,FALSE,0.711538462,56,32,3.1,0,5,86,0,30.11
34,2009,2,3,7,TRUE,0.423076923,56,32,3.1,0,4,93,3,30.1
34,2009,2,3,10,TRUE,0.134615385,56,32,3.1,0,4,67,6,30.1
34,2009,2,3,13,TRUE,0.153846154,56,32,3.1,0,5,72,5,30.02
34,2009,2,3,16,TRUE,0.442307692,56,32,3.1,1,10,58,8,29.97
34,2009,2,3,19,TRUE,0.730769231,56,32,3.1,1,10,46,0,29.97
34,2009,2,3,22,FALSE,1.019230769,56,32,3.1,1,10,62,7,29.98
35,2009,2,4,1,FALSE,0.996805112,53,20,4.5,2,10,61,0,29.99
35,2009,2,4,4,FALSE,0.709265176,53,20,4.5,2,10,96,7,29.97
35,2009,2,4,7,TRUE,0.42172524,53,20,4.5,4,6,89,5,29.97
35,2009,2,4,10,TRUE,0.134185304,53,20,4.5,3,3,93,0,29.99
35,2009,2,4,13,TRUE,0.153354633,53,20,4.5,4,4,78,0,29.95
35,2009,2,4,16,TRUE,0.440894569,53,20,4.5,4,6,65,0,29.9
35,2009,2,4,19,TRUE,0.728434505,53,20,4.5,4,10,75,3,29.89
35,2009,2,4,22,FALSE,1.015974441,53,20,4.5,4,10,44,20,29.9
36,2009,2,5,1,FALSE,0.993630573,55,16,10.3,2,10,72,8,29.89
36,2009,2,5,4,FALSE,0.707006369,55,16,10.3,4,10,90,8,29.91
36,2009,2,5,7,TRUE,0.420382166,55,16,10.3,4,10,90,8,29.91
36,2009,2,5,10,TRUE,0.133757962,55,16,10.3,3,10,83,11,29.96
36,2009,2,5,13,TRUE,0.152866242,55,16,10.3,4,10,86,10,29.92
36,2009,2,5,16,TRUE,0.439490446,55,16,10.3,3,10,72,14,29.9
36,2009,2,5,19,TRUE,0.72611465,55,16,10.3,2,10,80,14,29.9
36,2009,2,5,22,FALSE,1.012738854,55,16,10.3,3,10,83,13,29.89
37,2009,2,6,1,FALSE,0.99047619,53,13,7.5,3,10,86,9,29.86
37,2009,2,6,4,FALSE,0.704761905,53,13,7.5,3,10,86,8,29.82
